idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsIT,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
17212,Espresso Martini,,"IBA,NewEra",,Cocktail,New Era Drinks,Alcoholic,Cocktail glass,"Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",,"Zutaten in einen mit Eis gefüllten Shaker geben, kräftig schütteln und in ein gekühltes Martini-Glas abseihen.",,"Versare gli ingredienti in uno shaker pieno di ghiaccio, shakerare energicamente e filtrare in un bicchiere da martini freddo",,,https://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,Vodka,Kahlua,Sugar syrup,,,,,,,,,,,,,5 cl,1 cl,1 dash,,,,,,,,,,,,,,,No,9/2/2017 18:22
178309,Espresso Rumtini,,"DinnerParty,StrongFlavor",,Cocktail,,Alcoholic,Cocktail glass,Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans,,,,Mescolare insieme in un bicchiere da cocktail. Guarnire con un po 'di cioccolato in polvere e chicchi di caffè,,,https://www.thecocktaildb.com/images/media/drink/acvf171561574403.jpg,Rum,Vanilla syrup,Espresso,Coffee,,,,,,,,,,,,1 shot,1/2 shot,1 shot,1 shot,,,,,,,,,,,,,,Yes,
12916,Egg Nog - Healthy,,,,Punch / Party Drink,,Optional alcohol,Collins Glass,"Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings.",,"Ei-Ersatz und Zucker verrühren, mit den beiden Sorten Milch, Vanille und Rum vermengen. Gut mischen. Über Nacht kühl stellen. Mit Muskatnuss bestreuen. Ergibt 6 Portionen.",,"In una grande casseruola, sbatti insieme le uova, lo zucchero e il sale, se lo desideri.
Mescolare 2 tazze di latte.
Cuocere a fuoco basso, mescolando continuamente fino a quando il composto è abbastanza denso da ricoprire un cucchiaio di metallo e raggiunge i 71 gradi
Spegnere il fuoco.
Incorporare le restanti 2 tazze di latte e la vaniglia.
Coprire e conservare in frigorifero fino a completo raffreddamento, diverse ore o durante la notte.
Poco prima di servire, versare nella ciotola o nella brocca.
Decorare o aggiungere mescolanze, se lo si desidera.
Scegli uno o più riccioli di cioccolato, bastoncini di cannella, estratti di aromi, brandy o liquore aromatizzato, succo di frutta o nettare, noce moscata macinata, ciliegie al maraschino, fette d'arancia, bastoncini di menta piperita o bastoncini di zucchero, brandy semplice, rum o whisky, sorbetto o ghiaccio -crema, panna montata, montata.
Servite subito.",,,https://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg,Egg,Sugar,Condensed milk,Milk,Vanilla extract,Rum,Nutmeg,,,,,,,,,1/2 cup ,3 tblsp ,13 oz skimmed ,3/4 cup skimmed ,1 tsp ,1 tsp ,"
","
","
","
","
","
",,,,,,No,7/18/2016 21:55
11339,English Rose Cocktail,,,,Ordinary Drink,,Alcoholic,Cocktail glass,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,,Reiben Sie den Rand des Cocktailglases mit Zitronensaft ein und tauchen den Rand des Glases in Puderzucker. Alle Zutaten (außer Kirsche) mit Eis schütteln und in das zuckerummantelte Glas abseihen. Mit der Kirsche garnieren und servieren.,,Strofinare il bordo del bicchiere da cocktail con succo di limone e immergere il bordo del bicchiere nello zucchero a velo.Completare con la ciliegia e servire.Shakerare tutti gli ingredienti (tranne la ciliegia) con ghiaccio e filtrare in un bicchiere bordato di zucchero.,,,https://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg,Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon juice,Cherry,,,,,,,,,,3/4 oz ,1 1/2 oz ,3/4 oz ,1 tsp ,1/4 tsp ,1,,,,,,,,,,,,No,9/2/2015 16:44
178346,Elderflower Caipirinha,,Brazilian,,Cocktail,,Alcoholic,Collins glass,Take the glass and muddle the lime in it. Fill the glass with crushed ice and add the Cachaca. Stir well and top with some more crushed ice. Garnish with lime and enjoy!,,,,In un bicchiere pestare il lime. Riempi il bicchiere con ghiaccio tritato e aggiungi la cachaca. Mescola bene e aggiungi altro ghiaccio tritato. Guarnire con il lime.,,,https://www.thecocktaildb.com/images/media/drink/dif7a31614006331.jpg,Cachaca,Lime,Elderflower cordial,,,,,,,,,,,,,60 ml,1,3 cl,,,,,,,,,,,,,https://www.instagram.com/p/CKpDNzFFKvl/,,No,
12914,Egg-Nog - Classic Cooked,,,,Punch / Party Drink,,Optional alcohol,Pitcher,"In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.",,"In einem großen Topf Eier, Zucker und Salz verquirlen. 2 Tassen der Milch unterrühren. Bei schwacher Hitze unter ständigem Rühren kochen, bis die Mischung dick genug ist, um einen Metalllöffel zu überziehen und 70 Grad Celsius erreicht. Vom Herd nehmen. Die restlichen 2 Tassen Milch und Vanille unterrühren. Zugedeckt und gekühlt bis zur vollständigen Abkühlung, mehrere Stunden oder über Nacht. Kurz vor dem Servieren in eine Schüssel oder einen Krug geben. Garnieren oder ergänzen Sie Mischung, wenn gewünscht. Wählen Sie 1 oder mehrere: Mit Schoko-Curls, Zimtstangen, Aromaextrakte, aromatisierter Brandy oder Likör, Fruchtsaft oder Nektar, gemahlene Muskatnuss, Maraschinokirschen, Orangenscheiben, Pfefferminzstangen oder Zuckerstangen, schlichter Brandy, Rum oder Whiskey, Sorbet oder Eis, Schlagsahne, aufschlagen. Sofort servieren.",,"In una grande casseruola, sbatti insieme le uova, lo zucchero e il sale, se lo desideri.
Mescolare 2 tazze di latte.
Cuocere a fuoco basso, mescolando continuamente fino a quando il composto è abbastanza denso da ricoprire un cucchiaio di metallo e raggiunge i 71 gradi.
Togliere dal fuoco.
Incorporare le restanti 2 tazze di latte e la vaniglia.
Coprire e conservare in frigorifero fino a completo raffreddamento, diverse ore o durante la notte.
Poco prima di servire, versare nella ciotola o nella brocca.
Decorare o aggiungere mescolanze, se lo si desidera.
Scegli uno o più riccioli di cioccolato, bastoncini di cannella, estratti di aromi, brandy o liquore aromatizzato, succo di frutta o nettare, noce moscata macinata, ciliegie al maraschino, fette d'arancia, bastoncini di menta piperita o bastoncini di zucchero, brandy semplice, rum o whisky, sorbetto o ghiaccio -crema, panna montata, montata.
Servite subito.",,,https://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg,Egg,Sugar,Salt,Milk,Vanilla extract,,,,,,,,,,,6,1/4 cup ,1/4 tsp ,1 qt ,1 tsp ,,,,,,,,,,,,,No,7/18/2016 21:58
17246,Empellón Cocina's Fat-Washed Mezcal,,,,Cocktail,,Alcoholic,Beer Glass,"To ensure that your pork fat is just as delicious as theirs, here’s their adobo marinade and what to do with it (you’ll also need a rack of ribs):

4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.

Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and purée until smooth.

Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.

If you’re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.

Once you’ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don’t have a chinoise, try a fine mesh strainer, or if you don’t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.

The mezcal is now ready for drinking, straight-up or in a cocktail. 

Habanero tincture

Slice habaneros and add 2 ounces Ilegal Joven mezcal.
Allow to sit overnight or until desired level of heat is achieved.
Cocktail

Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.
Strain into chilled coupe.
Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.
Garnish with 5 drops habanero tincture.",,"Damit Ihr Schweinefett genauso lecker ist wie ihres, gibt es hier die Adobo-Marinade und was man damit machen kann (Sie benötigen auch ein Rippchen)",,"""Per assicurarti che il tuo grasso di maiale sia delizioso come il loro, ecco la loro marinata di adobo e cosa farne (ti servirà anche un carré di costolette):

4 peperoncini ancho, 8 peperoncini guajillo e 4 peperoncini chipotle, più 4 spicchi d'aglio arrostiti, mezza tazza di aceto di sidro, un quarto di cucchiaino di origano messicano, 1 cucchiaino di pepe nero macinato, uno spicchio intero, un quarto di cucchiaino di cannella in polvere e mezzo cucchiaino di cumino macinato.

Tostare i peperoncini secchi e metterli a bagno in acqua per almeno un'ora finché non si saranno reidratati. Scolare e gettare il liquido di ammollo. Unire i peperoncini ammollati con gli ingredienti rimanenti e ridurre in purea fino a che liscio.

Affumica a freddo una griglia di costolette di maiale prendendo una grande padella  con trucioli di legno da un lato e carbone dall'altro. Posizionare un'altra padella, più piccola, con le costine di maiale, sopra la teglia per carbone / trucioli. Accendi il carbone facendo attenzione a non incendiare i trucioli. Coprire entrambe le padelle con un foglio e lasciare affumicare per 10-15 minuti, fino a raggiungere il livello di fumo desiderato, quindi rivestire con la marinata di adobo e avvolgere nella carta stagnola prima di mettere le costole in un forno a 300 gradi per 7 ore. Quando le costine si saranno raffreddate, filtrate il grasso e usatelo per l'infuso.

Se hai difficoltà a raggiungere lo stesso tipo di volume di grasso, compensa con lo strutto di maiale di un macellaio. Per ottenere la stessa profondità di sapore senza le costolette, scaldare il grasso in una pentola con qualche cucchiaio di marinata.

Una volta che hai la tua vasca di grasso di maiale condito in forma liquida raffreddata, versa quantità uguali di mezcal e grasso in un contenitore sigillabile. Sigilla il contenitore e scuoterlo bene, quindi mettilo nel congelatore per una notte. Quando il tutto si sarà separato e solidificato, versatelo in uno chinois a maglia fine. Se non hai un chinois, prova un colino a maglia fine, o se non ne hai uno, prova a eliminare la maggior parte del grasso con un cucchiaio. Ci saranno delle gocce di grasso arancione nel mezcal filtrato: passalo attraverso alcuni strati di garza (o filtri di caffè) per sbarazzartene dell'ultimo.

Il mezcal è ora pronto per essere bevuto, puro o in un cocktail.

Tintura di Habanero

Affetta gli habaneros e aggiungi 2 once di Ilegal Joven mezcal.
Lasciar riposare per una notte o finché non si raggiunge il livello di calore desiderato.
Cocktail

Unisci il mezcal e il liquore al cioccolato in un mixing glass con ghiaccio e mescola per 45 secondi.
Filtrare in un bicchiere freddo.
Affondare con cura il liquore al caffè all'interno del bicchiere sopra un cucchiaio.
Decorare con 5 gocce di tintura di habanero.",,,https://www.thecocktaildb.com/images/media/drink/osgvxt1513595509.jpg,Mezcal,Chocolate liqueur,Coffee liqueur,,,,,,,,,,,,,2 oz,3/4 oz,1/2 oz,,,,,,,,,,,,,,,No,12/18/2017 11:11
178352,Frosé,,"Cold, Frozen, Summer",,Cocktail,,Alcoholic,Cocktail glass,"Step 1
Pour rosé into a 13x9"" pan and freeze until almost solid (it won't completely solidify due to the alcohol), at least 6 hours.

Step 2
Meanwhile, bring sugar and ½ cup water to a boil in a medium saucepan; cook, stirring constantly, until sugar dissolves, about 3 minutes. Add strawberries, remove from heat, and let sit 30 minutes to infuse syrup with strawberry flavor. Strain through a fine-mesh sieve into a small bowl (do not press on solids); cover and chill until cold, about 30 minutes.

Step 3
Scrape rosé into a blender. Add lemon juice, 3½ ounces strawberry syrup, and 1 cup crushed ice and purée until smooth. Transfer blender jar to freezer and freeze until frosé is thickened (aim for milkshake consistency), 25–35 minutes.

Step 4
Blend again until frosé is slushy. Divide among glasses.

Step 5
Do Ahead: Rosé can be frozen 1 week ahead.",,,,,,,https://www.thecocktaildb.com/images/media/drink/b4cadp1619695347.jpg,Rose,Sugar,Strawberries,Lemon Juice,,,,,,,,,,,,750 ml,1/2 cup,8 oz,2-3 oz,,,,,,,,,,,,TheCocktailDB,,Yes,
12768,Frappé,,,,Coffee / Tea,,Non alcoholic,Highball Glass,"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.",,"Zusammenmischen. Mischen Sie mit höchster Mischgeschwindigkeit für ca. 1 Minute. In ein Glas gießen und mit einem Strohhalm trinken. Notizen: Dies funktioniert am besten, wenn alles kalt ist (wenn Sie frischen Kaffee zubereiten, mischen Sie ihn mit der Milch und lassen Sie ihn 1/2 Stunde im Kühlschrank stehen. Wenn es nicht schaumig ist, füge mehr Milch oder sogar nur etwas mehr Milchpulver hinzu. Der Schaum verwandelt sich allmählich in Flüssigkeit am Boden des Glases, so dass Sie feststellen werden, dass Sie sitzen und dieses etwa 1/2 Stunde lang trinken können, wobei immer mehr Eiskaffee am Boden auftaucht. Sehr erfrischend.",,"Frullare alla massima velocità del frullatore per circa 1 minuto.
Versare in un bicchiere e bere con una cannuccia.
Note: Funziona meglio se tutto è freddo (se prepari il caffè fresco, mescolalo con il latte e lascialo riposare in frigo per mezz'ora.
Se non è schiumoso, aggiungi altro latte o anche solo altro latte in polvere.
La schiuma diventa gradualmente liquida sul fondo del bicchiere, quindi scoprirai che puoi sederti e berlo per circa mezz'ora, con sempre più caffè freddo che compare sul fondo.
Molto rinfrescante.",,,https://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,Coffee,Milk,Sugar,,,,,,,,,,,,,1/2 cup black ,1/2 cup ,1-2 tsp ,,,,,,,,,,,,,,,No,9/3/2015 3:05
11375,Foxy Lady,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",,,,"Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail fredda e servire.",,,https://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,Amaretto,Creme de Cacao,Light cream,,,,,,,,,,,,,1/2 oz ,1/2 oz ,2 oz ,,,,,,,,,,,,,,,No,9/4/2017 11:10
17197,French 75,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Collins glass,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",,"Gin, Zucker und Zitronensaft in einem mit Eis gefüllten Cocktailshaker mischen. Kräftig schütteln und in ein gekühltes Champagnerglas abseihen. Mit Champagner auffüllen. Vorsichtig umrühren.",,"In uno shaker riempito a metà con cubetti di ghiaccio, unisci il gin, lo zucchero e il succo di limone.Mescolate bene e guarnite con la fetta d'arancia e la ciliegia.Completare con lo champagne.Versare in un bicchiere Collins.Agitare bene.",,,https://www.thecocktaildb.com/images/media/drink/hrxfbl1606773109.jpg,Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry,,,,,,,,,,1 1/2 oz ,2 tsp superfine ,1 1/2 oz ,4 oz Chilled ,1,1,,,,,,,,,,https://pixabay.com/de/photos/champagner-cocktail-french-75-5374793/,robert84ak https://pixabay.com/de/users/robert84ak-16722616/,Yes,9/2/2017 17:10
178344,Figgy Thyme,,"Christmas,Sweet",,Cocktail,,Alcoholic,Highball glass,"In a lewis bag, crush up some ice like a baller/maniac (@glacioice). Pour your precious ice into a collins glass. In a cocktail shaker, muddle the figs and thyme together. Add honey vodka, lemon juice, and a large ice cube (@glacioice). Shake until well chilled, and strain into glass. Add tonic water and finally 2 dashes of angostura bitters. Garnish with sliced figs and thyme.",,,,"Mettete in un frullatore dei cubetti di ghiaccio e avviate. Versa il ghiaccio in un bicchiere Collins. In uno shaker, pestare insieme i fichi e il timo. Aggiungi la vodka al miele, il succo di limone e un grande cubetto di ghiaccio. Agitare fino a quando non si sarà raffreddato bene e filtrare nel bicchiere. Aggiungere l'acqua tonica e infine 2 gocce di angostura bitter. Guarnire con fichi affettati e timo.",,,https://www.thecocktaildb.com/images/media/drink/pbw4e51606766578.jpg,Vodka,Honey,Figs,Thyme,Angostura Bitters,Tonic Water,,,,,,,,,,2 oz,1 tsp,3,1 Sprig,2 dashes,Top,,,,,,,,,,https://www.instagram.com/p/CIN68pSFMUG/,,No,
11382,Frisco Sour,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,,Alle Zutaten (außer Zitronen- und Limonenscheiben) mit Eis schütteln und in ein Whiskey Sour Glas abseihen. Mit den Zitronen- und Limonenscheiben dekorieren und servieren.,,"Aggiungi il ghiaccio in uno shaker e versa tutti gli ingredienti.
Usando un cucchiaio da bar, mescola da 40 a 45 giri o fino a quando non si sarà completamente raffreddato.
Filtrare in una coppetta Martini o con ghiaccio.
Guarnire con un tocco d'arancia.",,,https://www.thecocktaildb.com/images/media/drink/acuvjz1582482022.jpg,Blended whiskey,Benedictine,Lemon,Lime,Lemon,Lime,,,,,,,,,,2 oz ,1/2 oz ,Juice of 1/4 ,Juice of 1/2 ,1 slice ,1 slice ,,,,,,,,,,,,Yes,9/8/2017 16:22
12674,Fruit Shake,,,,Other / Unknown,,Non alcoholic,Highball Glass,Blend til smooth.,,Bis zur geschmeidigen Konsistenz mischen.,,Frulla fino a ottenere un composto omogeneo.,,,https://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg,Yoghurt,Banana,Orange juice,Fruit,Ice,,,,,,,,,,,1 cup fruit ,1,4 oz frozen ,1/2 piece textural ,6,,,,,,,,,,,,,No,1/14/2017 21:51
12670,Fruit Cooler,,,,Other / Unknown,,Non alcoholic,Highball Glass,"Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve.",,"Erdbeeren mit Zucker vermengen und im Kühlschrank über Nacht ruhen lassen. Zitrone schneiden, zwei Scheiben zurücklegen. Den Rest entsaften. Zitronensaft, Erdbeeren, Apfelsaft und Sodawasser mischen. Zitronenscheiben hinzufügen (nur Dekor). In Gläser, Eiswürfel und eine Apfelscheibe geben. Gießen Sie das Getränk hinein und servieren Sie es.",,"Condite le fragole con lo zucchero e lasciate riposare per una notte in frigorifero. Taglia il limone e metti da parte due fette. Spremi il resto. Mescola il succo di limone, le fragole, il succo di mela e l'acqua gassata. Aggiungi le fette di limone (giusto per decorazione).Nei bicchieri mettere i cubetti di ghiaccio e una fetta di mela.Versa la bevanda e servi. ",,,https://www.thecocktaildb.com/images/media/drink/i3tfn31484430499.jpg,Apple juice,Strawberries,Sugar,Lemon,Apple,Soda water,Ice,,,,,,,,,1 can frozen ,1 cup ,2 tblsp ,1,1,1 L ,,,,,,,,,,,,No,1/14/2017 21:48
14688,Freddy Kruger,,,,Shot,,Alcoholic,Shot glass,make it an ample size shot!!,,Mach es zu einer großzügigen Dosis!!!!,,Uno shot da veri temerari!,,,https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,Jägermeister,Sambuca,Vodka,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,No,4/28/2016 19:06
178328,Funk and Soul,,,,Cocktail,,Alcoholic,Collins glass,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.,,,,"Mescolare tutti gli ingredienti insieme e filtrare in un bicchiere Collins. Usa rum giamaicano, ove possibile, per un gusto più autentico.",,,https://www.thecocktaildb.com/images/media/drink/qtv83q1596015790.jpg,Rum,Apricot Nectar,Pomegranate juice,lemon,Soda Water,,,,,,,,,,,2 shots,1 shot,1 shot,Juice of 1/2,Top,,,,,,,,,,,,,Yes,
15743,Fuzzy Asshole,,,,Coffee / Tea,,Alcoholic,Coffee mug,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,,"Füllen Sie die Kaffeetasse halb voll mit Kaffee. Füllen Sie die andere Hälfte mit Pfirsichschnaps. Umrühren und trinken, solange es heiß ist.",,"Versa in un bicchiere da cappuccino metà caffè.
Riempi l'altra metà di Schnapps alla pesca.
Mescola e bevi finché è caldo.",,,https://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,Coffee,Peach schnapps,,,,,,,,,,,,,,2-Jan,2-Jan,,,,,,,,,,,,,,,,No,8/31/2016 19:24
17213,French Martini,,"NewEra,IBA",,Cocktail,New Era Drinks,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,,Alle Zutaten in den Shaker mit Eiswürfeln geben. Gut schütteln und in ein gekühltes Cocktailglas abseihen. Das Öl aus der Zitronenschale auf das Getränk drücken.,,"Versare tutti gli ingredienti direttamente in un bicchiere vecchio stile pieno di cubetti di ghiaccio.
Mescola delicatamente.",,,https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,Vodka,Raspberry Liqueur,pineapple juice,,,,,,,,,,,,,4.5 cl,1.5 cl,1.5 cl,,,,,,,,,,,,,,,No,9/2/2017 18:25
17248,French Negroni,,,,Cocktail,,Alcoholic,Martini Glass,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",,Füge Eis in einen Shaker und gieße alle Zutaten ein. Rühren Sie mit einem Barlöffel 40 bis 45 Umdrehungen oder bis zur vollständigen Abkühlung. In ein Martini-Glas oder über Eis in ein Rocks Glas abseihen. Mit Orangenspirale garnieren.,,"Versare tutti gli ingredienti in uno shaker con cubetti di ghiaccio.
Shakerare bene e filtrare in una coppetta da cocktail fredda.
Spremi l'olio dalla scorza di limone sulla bevanda.",,,https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg,Gin,Lillet,Sweet Vermouth,Orange Peel,,,,,,,,,,,,1 oz,1 oz,1 oz,1,,,,,,,,,,,,,,No,12/19/2017 17:06
13070,Fahrenheit 5000,,,,Shot,,Alcoholic,Shot glass,Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.,,Den Boden des Schnapsglases mit Tabasco-Sauce bedecken und dann mit halb Feuerwasser und halb Absolut Peppar füllen.,,Coprire il fondo del bicchierino con salsa Tabasco e quindi riempire con metà Firewater e metà Absolut Peppar.,,,https://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg,Firewater,Absolut Peppar,Tabasco sauce,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1 dash ,,,,,,,,,,,,,,,No,9/8/2016 15:24
11368,Flying Dutchman,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",,"In einem old-fashioned Glas, das fast mit Eiswürfeln gefüllt ist, den Gin und Triple Sec vermengen. Gut umrühren.",,"In un bicchiere vecchio stile quasi riempito di cubetti di ghiaccio, unire il gin e il triple sec. Mescolare bene.",,,https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg,Gin,Triple sec,,,,,,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,,,,,,,,Yes,9/4/2017 11:12
11387,Frozen Daiquiri,,,,Ordinary Drink,,Alcoholic,Champagne flute,"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve.",,"Alle Zutaten (außer der Kirsche) in einem Elektromixer für fünf Sekunden bei niedriger Geschwindigkeit, dann bei hoher Geschwindigkeit bis zum festen Stand mischen. Den Inhalt in ein Champagner Glas geben, mit der Kirsche verzieren und servieren.",,Shakerare tutti gli ingredienti (tranne le fette di limone e lime) con ghiaccio e filtrare in un bicchiere da whisky sour.Decorare con le fettine di limone e lime e servire.,,,https://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg,Light rum,Triple sec,Lime juice,Sugar,Cherry,Ice,,,,,,,,,,1 1/2 oz ,1 tblsp ,1 1/2 oz ,1 tsp ,1,1 cup crushed ,,,,,,,,,,,,No,9/8/2017 16:26
12672,Fruit Flip-Flop,,,,Other / Unknown,,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",,"Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.",,"Mettere tutti gli ingredienti nella caraffa del frullatore - coprire e montare a velocità media fino a quando non sono ben amalgamati.Versare in un bicchiere alto, 2 medi o 3 piccoli e bere.",,,https://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,Yoghurt,Fruit juice,,,,,,,,,,,,,,1 cup ,1 cup ,,,,,,,,,,,,,,,,No,1/14/2017 21:50
11369,Flying Scotchman,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",,"Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/q53l911582482518.jpg,Scotch,Sweet Vermouth,Bitters,Sugar syrup,,,,,,,,,,,,1 oz ,1 oz ,1 dash ,1/4 tsp ,,,,,,,,,,,,,,Yes,9/4/2017 11:14
