Drink_ID,Drink_Name,Drink_Tags,Category,Alcoholic,Glass_Type,Instructions,CreativeCommons,Date_Modified
12672,Fruit Flip-Flop,,Other / Unknown,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",No,2017-01-14 21:50:33
11369,Flying Scotchman,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Yes,2017-09-04 11:14:00
17198,French Connection,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,No,2017-09-02 17:12:39
13202,Flaming Dr. Pepper,,Shot,Alcoholic,Collins Glass,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",No,2017-08-24 10:03:04
16485,Flaming Lamborghini,,Cocktail,Alcoholic,Cocktail glass,"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",No,2016-04-28 19:03:07
13675,Flander's Flake-Out,,Ordinary Drink,Alcoholic,Collins Glass,Bang 'em both in.,No,2016-04-28 19:05:05
11390,Frozen Mint Daiquiri,,Ordinary Drink,Alcoholic,Old-fashioned glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,No,2017-09-08 16:27:49
11391,Frozen Pineapple Daiquiri,,Ordinary Drink,Alcoholic,Cocktail Glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.,Yes,2017-09-06 23:14:57
15997,GG,,Ordinary Drink,Optional alcohol,Collins Glass,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,No,2016-07-18 22:06:00
17255,Gimlet,,Cocktail,Alcoholic,Martini Glass,"Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.",No,2017-12-19 18:14:32
11422,Godchild,,Ordinary Drink,Alcoholic,Champagne flute,"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.",No,2017-09-07 22:47:09
11410,Gin Fizz,"IBA,Classic",Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",Yes,2017-09-02 12:29:32
11417,Gin Sour,Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Yes,2017-09-08 16:12:03
12758,Gagliardo,,Cocktail,Alcoholic,Cocktail glass,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",No,2017-02-20 15:01:18
11424,Godmother,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Old-fashioned glass,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,Yes,2017-09-02 17:16:24
11423,Godfather,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Yes,2017-09-02 17:15:28
12944,Gluehwein,,Punch / Party Drink,Optional alcohol,Irish coffee cup,"Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.",No,2016-07-18 21:56:58
178365,Gin Tonic,,Cocktail,Alcoholic,Highball glass,"Fill a highball glass with ice, pour the gin, top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge.",No,
11420,Gin Toddy,,Ordinary Drink,Alcoholic,Old-fashioned glass,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",Yes,2017-09-07 22:45:24
11416,Gin Smash,"Citrus,StrongFlavor",Ordinary Drink,Alcoholic,Old-fashioned glass,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",Yes,2017-09-08 16:14:16
11408,Gin Daisy,,Ordinary Drink,Alcoholic,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",Yes,2016-11-10 23:19:04
178366,Gin Lemon,"simple, classic, refreshing",Cocktail,Alcoholic,Highball glass,"For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served.",Yes,
11415,Gin Sling,,Ordinary Drink,Alcoholic,Old-fashioned glass,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,Yes,2017-09-08 16:10:40
17252,Greyhound,,Cocktail,Alcoholic,Collins glass,"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

",No,2017-12-19 18:05:32
17230,Gin Rickey,,Cocktail,Alcoholic,Highball glass,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,No,2017-09-08 16:19:05
11418,Gin Squirt,,Ordinary Drink,Alcoholic,Highball glass,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",No,2017-09-08 16:15:02
15427,Grand Blue,,Ordinary Drink,Alcoholic,Old-fashioned glass,Serve in an old fashioned glass.,No,2016-09-01 21:29:09
11407,Gin Cooler,,Ordinary Drink,Alcoholic,Collins glass,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,Yes,2016-11-10 23:21:49
11419,Gin Swizzle,,Ordinary Drink,Alcoholic,Highball glass,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",No,2017-09-08 16:20:26
11433,Grass Skirt,,Ordinary Drink,Alcoholic,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",No,2016-09-14 23:19:46
17200,Grasshopper,"IBA,ContemporaryClassic,Halloween",Ordinary Drink,Alcoholic,Cocktail glass,Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.,No,2017-09-02 17:26:53
14642,Grim Reaper,,Ordinary Drink,Alcoholic,Old-fashioned glass,Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.,No,2017-09-08 16:06:32
178342,Gin and Soda,"Clear,Alcoholic",Cocktail,Alcoholic,Highball glass,"Pour the Gin and Soda water into a highball glass almost filled with ice cubes.
Stir well.
Garnish with the lime wedge.",No,
16262,H.D.,,Coffee / Tea,Alcoholic,Beer mug,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,No,2016-08-31 19:26:18
178316,Honey Bee,Sweet,Cocktail,Alcoholic,Margarita glass,"Shake ingredients with crushed ice
",Yes,
178345,Hot Toddy,Winter,Cocktail,Alcoholic,Irish coffee cup,"STEP 1
Whisk the whisky and honey together and split between 2 heatproof glasses. Add half of the cinnamon stick to each, then top up with 200ml boiling water.

STEP 2
Add a splash of lemon juice to each, then taste and add more to your preference. Finish each with a slice of lemon, studded with a clove, and serve immediately.",No,
15813,Herbal flame,,Coffee / Tea,Alcoholic,Mason jar,"Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in.",No,2015-09-03 03:09:44
17202,Horse's Neck,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Highball glass,"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.",No,2017-09-02 17:34:52
12766,Happy Skipper,,Ordinary Drink,Alcoholic,Highball glass,"Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)",No,2017-02-20 14:54:09
17239,Hunter's Moon,,Cocktail,Alcoholic,Balloon Glass,"Put the Bombay Sapphire, Martini Bianco, sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass, topping up with lemonade and garnishing with a wedge of orange.",No,2017-11-01 17:18:32
178313,Halloween Punch,Halloween,Punch / Party Drink,Alcoholic,Punch bowl,"Tip the cherry juice, orange peel, chilli, cinnamon sticks, cloves and ginger into a large saucepan. Simmer for 5 mins, then turn off the heat. Leave to cool, then chill for at least 4 hrs, or up to 2 days – the longer you leave it the more intense the flavours. If serving to young children, take the chilli out after a few hours.

When you’re ready to serve, pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka, do so at this stage. Dangle a fangs sweet from each glass.",No,
11470,Havana Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",No,2017-09-08 16:01:40
12954,Holloween Punch,,Punch / Party Drink,Non alcoholic,Punch bowl,"Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine.",No,2017-09-08 17:42:05
17044,Homemade Kahlua,,Homemade Liqueur,Alcoholic,Collins Glass,"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks.",No,2015-09-03 05:20:25
14782,Hot Creamy Bush,,Coffee / Tea,Alcoholic,Irish coffee cup,Combine all ingredients in glass,No,2016-08-31 19:27:17
11462,Harvey Wallbanger,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Collins glass,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.",Yes,2017-09-02 17:28:45
11472,Hawaiian Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",No,2017-09-08 16:03:07
17201,Hemingway Special,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into a shaker with ice. Shake.,No,2017-09-02 17:31:28
11476,Highland Fling Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,No,2017-04-23 20:25:53
12738,Hot Chocolate to Die for,,Cocoa,Non alcoholic,Coffee mug,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.",No,2017-02-20 15:06:06
17176,Ipamena,,Ordinary Drink,Non alcoholic,Wine Glass,"Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime",No,2016-07-21 09:49:52
13539,Ice Pick,,Ordinary Drink,Alcoholic,Collins Glass,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,No,2016-07-21 10:02:06
12770,Iced Coffee,,Coffee / Tea,Non alcoholic,Coffee mug,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,No,2016-02-03 15:37:35
12820,Irish Cream,,Homemade Liqueur,Alcoholic,Irish coffee cup,Mix scotch and milk. Add half-and-half. Add rest.,No,2017-09-08 16:31:39
13971,Irish Coffee,"IBA,ContemporaryClassic",Coffee / Tea,Alcoholic,Irish coffee cup,"Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.",No,2015-08-18 15:09:59
11528,Irish Spring,,Ordinary Drink,Alcoholic,Collins glass,"Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.",No,2017-09-08 16:33:03
11524,Imperial Fizz,,Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",No,2017-09-08 16:29:08
17015,Irish Russian,,Beer,Alcoholic,Highball glass,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,No,2016-02-03 15:18:50
12706,Imperial Cocktail,,Cocktail,Alcoholic,Cocktail glass,Shake with ice and strain into cocktail glass.,No,2017-02-20 15:13:45
12772,Iced Coffee Fillip,,Coffee / Tea,Alcoholic,Coffee mug,Mix together in a coffee mug and chill before serving.,No,2016-02-03 15:43:43
16987,Irish Curdling Cow,,Cocktail,Alcoholic,Highball glass,"Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",No,2017-08-24 09:35:30
17178,Jam Donut,,Shot,Alcoholic,Shot glass,"Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.",No,2016-09-16 16:30:04
16178,Jitterbug,,Cocktail,Alcoholic,Cocktail Glass,"Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",No,2015-09-03 02:55:18
13847,Jackhammer,,Ordinary Drink,Alcoholic,Collins Glass,"Serve over ice- Warning,Deadly!",No,2017-09-02 22:48:16
13775,Jelly Bean,,Shot,Alcoholic,Cordial glass,mix equal parts in pony glass-tastes just like a jelly bean!,No,2017-09-02 22:46:37
14956,Jello shots,,Shot,Alcoholic,Shot glass,"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",No,2017-09-08 16:35:04
14095,Jamaica Kiss,,Shake,Alcoholic,Hurricane glass,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,No,2015-09-03 04:05:49
11580,John Collins,IBA,Ordinary Drink,Alcoholic,Collins glass,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,Yes,2017-09-02 12:04:31
11558,Japanese Fizz,,Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",No,2017-09-08 16:33:51
15825,Jamaican Coffee,,Coffee / Tea,Alcoholic,Champagne flute,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",No,2015-09-03 03:27:37
12688,Just a Moonmint,,Shake,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",No,2017-02-20 15:20:36
11566,Jewel Of The Nile,,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",No,2017-09-08 16:35:48
11542,Jack Rose Cocktail,Beach,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",No,2015-08-18 15:11:08
16275,Jack's Vanilla Coke,,Other / Unknown,Alcoholic,Old-fashioned glass,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",No,2017-09-07 15:08:39
17203,Kir,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Wine Glass,"Add the crème de cassis to the bottom of the glass, then top up with wine.",No,2017-09-02 17:38:14
12764,Karsk,,Ordinary Drink,Alcoholic,Highball glass,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",No,2017-02-20 14:54:31
11600,Kamikaze,"IBA,NewEra",Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",Yes,2017-09-02 18:26:44
13837,Kir Royale,,Ordinary Drink,Alcoholic,Champagne Flute,"Pour Creme de cassis in glass, gently pour champagne on top",No,2017-09-02 17:39:48
14752,Kiwi Lemon,,Ordinary Drink,Alcoholic,Highball glass,Mix in highball glass. Stirr. Garnish with slice of kiwi.,No,2016-11-04 09:28:17
14456,Kurant Tea,,Coffee / Tea,Alcoholic,Champagne flute,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",No,2015-09-03 03:31:04
16951,Kioki Coffee,,Coffee / Tea,Alcoholic,Coffee mug,Stir. Add whipped cream to the top.,No,2015-09-03 03:29:34
178359,Kiwi Martini,"Green, Sharp",Cocktail,Alcoholic,Cocktail glass,"The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka.",No,
15026,Kiss me Quick,,Ordinary Drink,Alcoholic,Highball glass,mix in the glass,No,2017-09-08 16:38:39
13190,Kool-Aid Shot,,Shot,Alcoholic,Old-fashioned glass,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,No,2017-08-24 09:56:06
17006,Kool First Aid,,Shot,Alcoholic,Shot glass,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",No,2017-08-24 09:53:44
11602,Kentucky B And B,,Ordinary Drink,Alcoholic,Brandy snifter,Pour the bourbon and Benedictine into a brandy snifter.,No,2016-11-10 23:23:56
11604,Kentucky Colonel,,Ordinary Drink,Alcoholic,Cocktail glass,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,No,2016-11-10 23:25:48
14446,Kool-Aid Slammer,,Shot,Alcoholic,Shot glass,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",No,2017-09-06 23:04:33
12714,Kiwi Papaya Smoothie,,Other / Unknown,Non alcoholic,Highball Glass,Throw everything into a blender and liquify.,No,2017-02-20 15:12:51
12720,Kill the cold Smoothie,,Other / Unknown,Non alcoholic,Highball glass,Juice ginger and lemon and add it to hot water. You may add cardomom.,No,2017-02-20 15:10:15
12704,Limeade,,Other / Unknown,Non alcoholic,Highball glass,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",No,2017-02-20 15:14:40
14378,Lunch Box,,Beer,Alcoholic,Pint glass,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,No,2016-02-03 15:15:46
14366,Lemon Drop,"IBA,NewEra",Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled cocktail glass rimmed with sugar.,No,2017-09-02 18:28:17
12752,Lemon Shot,,Shot,Alcoholic,Shot glass,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",No,2017-02-20 15:02:59
13196,Long vodka,,Ordinary Drink,Alcoholic,Highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",No,2017-08-24 10:00:12
12692,Lassi Khara,,Other / Unknown,Non alcoholic,Highball Glass,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,No,2017-02-20 15:19:30
12694,Lassi Raita,,Other / Unknown,Non alcoholic,Highball Glass,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",No,2017-02-20 15:18:53
12702,Lemouroudji,,Other / Unknown,Non alcoholic,Highball Glass,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",No,2017-02-20 15:15:45
11658,Loch Lomond,,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",No,2016-07-19 11:24:41
11662,London Town,,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",No,2016-07-19 11:18:27
12698,Lassi - Mango,,Other / Unknown,Non alcoholic,Highball glass,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,No,2017-02-20 15:16:56
12696,Lassi - Sweet,,Other / Unknown,Non alcoholic,Highball glass,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,No,2017-02-20 15:18:05
15086,Limona Corona,,Beer,Alcoholic,Beer Glass,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",No,2015-09-03 03:51:02
11670,Lord And Lady,,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,No,2016-07-19 11:13:39
11634,Lady Love Fizz,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",No,2017-09-08 16:41:03
11002,Long Island Tea,"Strong,Asia,StrongFlavor,Brunch,Vegetarian,Sour",Ordinary Drink,Alcoholic,Highball glass,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,Yes,2015-08-18 14:54:32
11666,Lone Tree Cooler,,Ordinary Drink,Alcoholic,Collins glass,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",No,2016-11-16 12:14:45
11664,Lone Tree Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",No,2016-07-19 11:16:57
178335,Lazy Coconut Paloma,"Lazy, Sharp",Cocktail,Alcoholic,Highball glass,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,No,
17204,Long Island Iced Tea,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Highball glass,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,No,2017-09-02 17:41:50
178360,Lemon Elderflower Spritzer,"Summer, Fresh, Refreshing",Cocktail,Alcoholic,Highball glass,"Pour all ingredients over ice, stir and enjoy!
",No,
12690,Lassi - A South Indian Drink,,Other / Unknown,Non alcoholic,Highball Glass,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",No,2017-02-20 15:19:40
12776,Melya,,Coffee / Tea,Non alcoholic,Coffee mug,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",No,2015-09-03 03:32:59
11000,Mojito,"IBA,ContemporaryClassic,Alcoholic,USA,Asia,Vegan,Citrus,Brunch,Hangover,Mild",Cocktail,Alcoholic,Highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,Yes,2016-11-04 09:17:09
17205,Mimosa,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Champagne flute,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",No,2017-09-02 17:44:45
11690,Mai Tai,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,Yes,2015-08-18 15:17:50
11728,Martini,,Cocktail,Alcoholic,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",No,2017-09-02 12:51:35
178343,Michelada,"Hangover,StrongFlavor,Breakfast",Cocktail,Alcoholic,Pint glass,"Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
",No,
11008,Manhattan,"IBA,Classic,Alcoholic",Cocktail,Alcoholic,Cocktail glass,"Stirred over ice, strained into a chilled glass, garnished, and served up.",Yes,2017-09-02 12:07:09
11007,Margarita,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",Yes,2015-08-18 14:42:59
178370,Mauresque,,Cocktail,Alcoholic,Collins glass,"1 - Pour the Ricard (or pastis)
2 - Pour the orgeat syrup
3 - Finally pour the water and add ice cubes at your convenience.

Add the ice cubes at the end, otherwise the syrup and pastis do not mix well.",No,
17206,Mint Julep,"IBA,ContemporaryClassic",Ordinary Drink,Alcoholic,Collins glass,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",No,2015-08-18 15:15:12
16041,Mudslinger,,Punch / Party Drink,Alcoholic,Punch bowl,Add all contents to a large jug or punch bowl. Stir well!,No,2017-09-08 16:45:55
17256,Martinez 2,,Cocktail,Alcoholic,Cocktail glass,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",No,2017-12-19 18:34:15
16196,Moranguito,,Shot,Alcoholic,Shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",No,2016-10-05 12:35:35
13936,Miami Vice,IBA,Cocktail,Alcoholic,Cocktail glass,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",No,2015-09-02 16:49:15
